timestamp_utc,team,github_user,model_type,combined_nmae,pressure_nmae,temperature_nmae,speed_nmae,notes
2026-02-27T07:01:07.886981Z,TestSubmission3,Cellverse-AI,participant,0.05963179572597908,0.08901998191287877,0.05027599546783625,0.03959940979722222,GitHub Submission
