timestamp_utc,team,github_user,model_type,combined_nmae,pressure_nmae,temperature_nmae,speed_nmae,notes
2026-03-05T11:40:40.513952Z,AIkram,AiIkram,participant,0.062091115930028105,0.09079047873774511,0.055436239546783624,0.040046629505555556,GitHub Submission
